id|country|searchterm|job_title|company|job_location|time|applicants|workplace|working_time|job_level|company_size|industry|job_details|job_url|timestamp
43|Italy|Fullstack Developer|Developer|Sipos Srl|Naples, Campania, Italy|2 weeks ago|8 applicants|On-site|Full-time|Associate|11-50 employees|Staffing and Recruiting|"
          - Fullstack Developer Js
Competenze e Requisiti:
Esperienza con Node JS
Esperienza con Vue JS
Buona conoscenza di Mongo DB
Conoscenza di RabbitMQ
Conoscenza di Docker
Esperienza con Linux
Uso di sistemi di versionamento (Github)
Attitudine al problem solving
Sede di lavoro: Napoli


- .Net Developer
Competenze e Requisiti:
Esperienza con .Net
Esperienza con C#
Buona conoscenza di WinForms
Esperienza con VisualStudio
Esperienza con metodologie agili
Uso di sistemi di versionamento (Github)
Attitudine al problem solving
Sede di lavoro: Napoli
    "|https://www.linkedin.com/jobs/view/3162730307|2022-07-25 14:26:47.113506
44|Italy|Fullstack Developer|Software Engineer|Plug-in srl|Origgio, Lombardy, Italy|1 week ago|7 applicants|Hybrid|Full-time|Associate|51-200 employees|Staffing and Recruiting|"
          Chi siamoPlug-in è una società di consulenza, progettazione e produzione di soluzioni software, di piattaforme tecnologiche e sistemi per l’analisi, la gestione e la distribuzione delle informazioni di business.Creiamo soluzioni applicative e infrastrutture tecnologiche in grado di supportare le imprese nello sviluppo di nuove opportunità, nell’implementazione di processi sempre più efficienti, nell’ottimizzazione dell’uso delle risorse e nel contenimento del rischio operativo. 
Cosa offriamoPlug-in offre un pacchetto retributivo e di benefit commisurato all’esperienza lavorativa maturata e da concordare in fase di colloquio, oltre al parcheggio aziendale. Offriamo un ambiente giovane e innovativo con possibilità di crescita secondo le proprie capacità e formazione continua. Partecipazione a progetti innovativi con un particolare focus sulle nuove tecnologie. Chi cerchiamoCerchiamo programmatori che supportino l’attività di analisi, progettazione, realizzazione, testing e delivery di software personalizzati per clienti di primaria importanza nel mondo del fashion, bancario, assicurativo e pubblica amministrazione, e che supportino i progetti relativi al nostro prodotto di punta Rapido ECS.Il candidato ideale ha una buona propensione al lavoro di squadra e al problem solving, nonché ottime doti di relazione e comunicazione. La ricerca è rivolta a candidati interessati ad un percorso di crescita formativo e professionale soprattutto in ambito sviluppo ambiente Microsoft e Web. La maggior parte dei progetti è implementata con tecnologie Web e Mobile quindi in costante evoluzione tecnologica e architetturale. Competenze richiesteBuona conoscenza dei Sistemi Operativi WindowsBuona conoscenza dei linguaggi di programmazione ad oggetti preferibilmente in ambito Microsoft come C#Buona conoscenza di SQL (con esperienza preferibilmente su MS SQL Server)Buona conoscenza di programmazione Web (HTML, CSS, Javascript e relativi framework come, ma non solo, Angular, AngularJS e React, KendoGradita la conoscenza dell’ingleseGradita una competenza nello sviluppo di applicazioni in ambito mobile (IOS e Android).Le conoscenze non sono del tutto vincolanti in quanto, se il candidato è una persona appassionata e volenterosa, sarà comunque in grado di formarsi e di apprendere i linguaggi specifici richiesti in azienda. Esperienzada 1 a 3 anniIl candidato ideale è un fullstack developer che sia quindi a suo agio nello sviluppo di moduli frontend e backend.


    "|https://www.linkedin.com/jobs/view/3176941374|2022-07-25 14:26:55.288339
45|Italy|Fullstack Developer|JavaScript Software Engineer - Flight + Hotel Product|eDreams ODIGEO|Milan, Lombardy, Italy|2 hours ago|2 applicants| |Full-time|Entry level|1,001-5,000 employees|Travel Arrangements|"
          Senior JavaScript Software Engineer 

Are you ready to shape the future of the accommodation industry by working in one of the world's largest online travel companies?

We want to offer our Prime customers the very best accommodation product at the lowest price. For them, we have to combine billions of potential flight combinations and millions of accommodation options every day in real time to create dynamic packages with special rates and provide the best holiday experience to our customers.

To create this unique experience, we face a lot of challenges where technology is key to finding the solutions. Some of these are:
 Help our customers find the right geolocalisation for the hotel  0ffer the most convenient hotel for our customers, working with machine learning capabilities  How to manage different sources of hotel contents from different providers or directly to hoteliers  Provide s the best description of hotels and rooms, their conditions and amenities  Build our booking engine to create the one-stop-shop for our customers  Provide the best post-booking service, to allow them update or modify their booking  Offer exclusive conditions for our Prime customers (our subscription program) 

With innovation, our technical and product team, we are on a mission creating amazing solutions! For this reason, we are looking for a Senior JavaScript Software Engineer to join our tech hubs in Barcelona, Porto, Madrid or Milan.

We set the path. Shape with us the way people travel.

At eDreams ODIGEO, we believe in full end-to-end ownership of results and empower our teams to develop solutions that benefit both the customer and our business, iterating fast to continuously learn and improve. We are a fully agile organisation, and our product development teams use Kanban practices to deliver business value continuously.

You will work with a tech stack that may include:
 ES6 code  Javascript libraries like ReactJS and Lodash.  Graphql  Testing frameworks and libraries like Mocha, Chai, sinon.js and Jest.  React Testing library (Selenium + Cucumber + nodejs).  Style Sheet preprocessors like SASS, CSS-in-JS and styled-components.  Packages and task runners like webpack, babel, grunt, npm  Java 8 and 11 in the BackEnd (if you want, you have the opportunity, to become a fullstack developer)  Usage of storybook to speed up developments. 

Having a technical mindset is vital for us, which is why we promote:
 Microservices platform and modular FE  Powerfull monitoring techniques using Data dog, BigQuery and Graphana.  Version-control systems like Git & bitbucket.  Story book using Design system made with emotion and styled system.  Clean code  SOLID principles and TDD 

Do you have a real passion to thrive developing high-quality software? Join us and put your expert JavaScript knowledge to use crafting high-performance applications.

About you:
 Mastery of JavaScript and strong knowledge of engineering fundamentals (data structures, concurrency, design patterns, algorithms).  Provide solutions to complex problems. Understand the problem, the system and work with our most senior people to find the best solution that is robust, scalable and has good performance in a high load environment.  Code the solutions with the highest quality through good design, attention to detail and test quality.  Be part of a product development team. Be a team player, working with skilled team mates. Good communication skills and open to help the team to reach the objectives.  Help the team grow. Mentor the team members to continue improving, giving feedback and sharing your expertise.  Challenge the decisions to grow all together. Promote principles, do training to improve technical excellence.  Be part of product definition. Understand your product and be involved in the ideation process. Challenge the decisions, focus the actions on data and give ideas on how to improve your product. Be worried about the performance of product KPIs and technical KPIs.  Be proactive when you see an opportunity to improve.  Focus on the outcome, not on the taks. 

You will:
 Be part of a dynamic multidisciplinary team where everyone can speak up with new ideas, take initiative and be a self-starter.  Take advantage of your data driven capabilities and use your design pattern skills to solve problems.  Be enthusiastic and come up with creative options to deliver solutions.  Use your knowledge of Cloud and of Continuous Delivery environments to help you deliver value quickly.  Seek out opportunities to learn, share and grow continuously.  We work in English so you will need a good technical English level. 

What do we offer?
 We support a phenomenal lifestyle and work-life-balance with our flexible hours and flexible remote work policy.  A free eDreams Prime subscription to benefit from significant discounts on your travels.  Competitive compensation package with an attractive bonus structure.  Excellent environment for continuous growth and learning: with our Learning & Development programs, you will have access to tech talks, internal soft skills and technical skills trainings, language lessons, external events and industry conferences.  Free subscription to O’Reilly Online Learning.  Fast-track career development: with our unique programs tailored to your goals, you are always working towards the next step on your career path.  Special discounts in other local venues, such as gyms, restaurants, shops, etc. & unlimited free coffee at the office (with many types of milk alternatives) because we like our eDOers happy and healthy!  New to the city? We also offer great relocation packages.  Additional prizes and awards for a variety of team and individual achievements, and a pretty horizontal and transparent culture where continuous peer feedback is our mantra, and speaking up your own innovative ideas is a given.  Fun at work: at eDreams ODIGEO, work and fun go hand in hand! 

… And the opportunity to work in a dynamic, dedicated, fun, and passionate team of professionals. We journey together!

Come fly with us and join us now.

eDreams ODIGEO under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo –is an equal opportunity employer and value diversity and inclusion. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.


    "|https://www.linkedin.com/jobs/view/3154126642|2022-07-25 14:27:06.507595
46|Italy|Fullstack Developer|JavaScript Senior Software Engineer - Flight + Hotel Product|eDreams ODIGEO|Milan, Lombardy, Italy|2 weeks ago|1 applicant| |Full-time|Associate|1,001-5,000 employees|Travel Arrangements|"
          Senior JavaScript Software Engineer 

Are you ready to shape the future of the accommodation industry by working in one of the world's largest online travel companies?

We want to offer our Prime customers the very best accommodation product at the lowest price. For them, we have to combine billions of potential flight combinations and millions of accommodation options every day in real time to create dynamic packages with special rates and provide the best holiday experience to our customers.

To create this unique experience, we face a lot of challenges where technology is key to finding the solutions. Some of these are:
 Help our customers find the right geolocalisation for the hotel  0ffer the most convenient hotel for our customers, working with machine learning capabilities  How to manage different sources of hotel contents from different providers or directly to hoteliers  Provide s the best description of hotels and rooms, their conditions and amenities  Build our booking engine to create the one-stop-shop for our customers  Provide the best post-booking service, to allow them update or modify their booking  Offer exclusive conditions for our Prime customers (our subscription program) 

With innovation, our technical and product team, we are on a mission creating amazing solutions! For this reason, we are looking for a Senior JavaScript Software Engineer to join our tech hubs in Barcelona, Porto, Madrid or Milan.

We set the path. Shape with us the way people travel.

At eDreams ODIGEO, we believe in full end-to-end ownership of results and empower our teams to develop solutions that benefit both the customer and our business, iterating fast to continuously learn and improve. We are a fully agile organisation, and our product development teams use Kanban practices to deliver business value continuously.

You will work with a tech stack that may include:
 ES6 code  Javascript libraries like ReactJS and Lodash.  Graphql  Testing frameworks and libraries like Mocha, Chai, sinon.js and Jest.  React Testing library (Selenium + Cucumber + nodejs).  Style Sheet preprocessors like SASS, CSS-in-JS and styled-components.  Packages and task runners like webpack, babel, grunt, npm  Java 8 and 11 in the BackEnd (if you want, you have the opportunity, to become a fullstack developer)  Usage of storybook to speed up developments. 

Having a technical mindset is vital for us, which is why we promote:
 Microservices platform and modular FE  Powerfull monitoring techniques using Data dog, BigQuery and Graphana.  Version-control systems like Git & bitbucket.  Story book using Design system made with emotion and styled system.  Clean code  SOLID principles and TDD 

Do you have a real passion to thrive developing high-quality software? Join us and put your expert JavaScript knowledge to use crafting high-performance applications.

About you:
 Mastery of JavaScript and strong knowledge of engineering fundamentals (data structures, concurrency, design patterns, algorithms).  Provide solutions to complex problems. Understand the problem, the system and work with our most senior people to find the best solution that is robust, scalable and has good performance in a high load environment.  Code the solutions with the highest quality through good design, attention to detail and test quality.  Be part of a product development team. Be a team player, working with skilled team mates. Good communication skills and open to help the team to reach the objectives.  Help the team grow. Mentor the team members to continue improving, giving feedback and sharing your expertise.  Challenge the decisions to grow all together. Promote principles, do training to improve technical excellence.  Be part of product definition. Understand your product and be involved in the ideation process. Challenge the decisions, focus the actions on data and give ideas on how to improve your product. Be worried about the performance of product KPIs and technical KPIs.  Be proactive when you see an opportunity to improve.  Focus on the outcome, not on the taks. 

You will:
 Be part of a dynamic multidisciplinary team where everyone can speak up with new ideas, take initiative and be a self-starter.  Take advantage of your data driven capabilities and use your design pattern skills to solve problems.  Be enthusiastic and come up with creative options to deliver solutions.  Use your knowledge of Cloud and of Continuous Delivery environments to help you deliver value quickly.  Seek out opportunities to learn, share and grow continuously.  We work in English so you will need a good technical English level. 

What do we offer?
 We support a phenomenal lifestyle and work-life-balance with our flexible hours and flexible remote work policy.  A free eDreams Prime subscription to benefit from significant discounts on your travels.  Competitive compensation package with an attractive bonus structure.  Excellent environment for continuous growth and learning: with our Learning & Development programs, you will have access to tech talks, internal soft skills and technical skills trainings, language lessons, external events and industry conferences.  Free subscription to O’Reilly Online Learning.  Fast-track career development: with our unique programs tailored to your goals, you are always working towards the next step on your career path.  Special discounts in other local venues, such as gyms, restaurants, shops, etc. & unlimited free coffee at the office (with many types of milk alternatives) because we like our eDOers happy and healthy!  New to the city? We also offer great relocation packages.  Additional prizes and awards for a variety of team and individual achievements, and a pretty horizontal and transparent culture where continuous peer feedback is our mantra, and speaking up your own innovative ideas is a given.  Fun at work: at eDreams ODIGEO, work and fun go hand in hand! 

… And the opportunity to work in a dynamic, dedicated, fun, and passionate team of professionals. We journey together!

Come fly with us and join us now.

eDreams ODIGEO under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo –is an equal opportunity employer and value diversity and inclusion. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.


    "|https://www.linkedin.com/jobs/view/3156874153|2022-07-25 14:27:18.847131
47|Italy|Fullstack Developer|Fullstack Developer - Gruppo Multinazionale|Michael Page|Turin, Piedmont, Italy|3 weeks ago| |On-site|Full-time|Entry level|5,001-10,000 employees|Staffing and Recruiting|"
          Inserimento diretto in azienda a tempo indeterminato |Ottime prospettive di crescita professionale e formazione certificata 


About Our Client

Multinazionale che opera nel settore IT da oltre 20 anni. Offre servizi di system integration e sviluppo software, outsourcing applicativo e infrastrutturale, attività di ricerca, sviluppo e prototipazione di soluzioni tecnologiche innovative, servizi per le telecomunicazioni. Aree di riferimento: industria e servizi, finanza, sanità e medicale, pubblica amministrazione.Sedi di lavoro: Torino

Job Description

La risorsa, inserita in team, verrà focalizzata su progetti di natura enterprise, e si occuperà di sviluppo di web application backend in Java e frontend in Angular o React, contribuendo alla gestione dell'intero ciclo di vita del software. Seguirà il progetto in toto, creando soluzioni altamente scalabili, con particolare attenzione alla qualità del codice.

The Successful Applicant

La risorsa ricercata presenta le seguenti caratteristiche:
Esperienza minima di 3 anni su progetti di sviluppo backend in JavaConoscenza dei principali framework Java, quali Spring e HibernateEsperienza minima di 1/2 anni su progetti di sviluppo frontendOttima conoscenza di Angular o ReactEsperienza su progetti gestiti in modalità scrum agileConoscenza della lingua inglese

Sono considerati requisiti preferenziali:
Esperienza di progettazione, realizzazione di comunicazioni asincrone basate su Apache KafkaConoscenza di Docker e Kubernetes 

Si valutano sia profili junior che senior

What's On Offer

Ottima opportunità di carriera.

Contact: Andrea Ferretti

Quote job ref: JN-052022-5596781
    "|https://www.linkedin.com/jobs/view/3181314602|2022-07-25 14:27:28.675713
48|Italy|Fullstack Developer|Fullstack Developer (Java+ Angular)|IT Centric|Rome, Latium, Italy|2 months ago|1 applicant|On-site|Full-time|Entry level|51-200 employees|IT Services and IT Consulting|"
          IT Centric è un System Integrator innovativo che opera principalmente nelle aree dell'Information Technology, delle Telecomunicazioni e dell'Ingegneria dei Sistemi.

Attraverso un team di specialisti in diversi settori di mercato e ambiti tecnologici, l’azienda riesce a seguire i propri clienti nella creazione di valore dai servizi IT e nell’innovazione dei processi tecnologici.

IT Centric seleziona per inserimento presso cliente, un/una Fullstack Developer (Java+ Angular) a completamento del team locale che ha sede a Roma. 

Requisiti
Java,Spring,MVC,NodeJSAngular NG7+,Bootstrap,Json,Agile
Si Richiede
2/3 anni di esperienzaLaurea in materie tecnico/scientifiche (Informatica/telecomunicazioni/elettronica)Ottima conoscenza lingua inglese (C1)
Sede Di Lavoro
 Roma
Il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91, e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.

Gli interessati possono inviare il CV con l'autorizzazione al trattamento dei dati personali secondo il D. Lgs. 196/03 e al GDPR 679/16.
    "|https://www.linkedin.com/jobs/view/3132719997|2022-07-25 14:27:37.723884
49|Italy|Fullstack Developer|Fullstack Angular / Nodejs|K2 Partnering Solutions|European Union|2 weeks ago|93 applicants|Remote|Full-time|Associate|1,001-5,000 employees|IT Services and IT Consulting|"
          Hello! We are looking for a senior FullStack Developer in Angular/Python or Angular/Nodejs to work on a contract role for a big international company.
Location: RemoteStart: asapLanguage: English Duration: 6 months and possible extensionInterviews: ASAPRate: (Negotiable) - Range between 300-400 Euros per day Thanks for your application.
    "|https://www.linkedin.com/jobs/view/3151483982|2022-07-25 14:27:54.783657
50|Italy|Fullstack Developer|JavaScript Software Engineer - Flight + Hotel Product|eDreams ODIGEO|Milan, Lombardy, Italy|2 hours ago|1 applicant| |Full-time|Entry level|1,001-5,000 employees|Travel Arrangements|"
          Senior JavaScript Software Engineer 

Are you ready to shape the future of the accommodation industry by working in one of the world's largest online travel companies?

We want to offer our Prime customers the very best accommodation product at the lowest price. For them, we have to combine billions of potential flight combinations and millions of accommodation options every day in real time to create dynamic packages with special rates and provide the best holiday experience to our customers.

To create this unique experience, we face a lot of challenges where technology is key to finding the solutions. Some of these are:
 Help our customers find the right geolocalisation for the hotel  0ffer the most convenient hotel for our customers, working with machine learning capabilities  How to manage different sources of hotel contents from different providers or directly to hoteliers  Provide s the best description of hotels and rooms, their conditions and amenities  Build our booking engine to create the one-stop-shop for our customers  Provide the best post-booking service, to allow them update or modify their booking  Offer exclusive conditions for our Prime customers (our subscription program) 

With innovation, our technical and product team, we are on a mission creating amazing solutions! For this reason, we are looking for a Senior JavaScript Software Engineer to join our tech hubs in Barcelona, Porto, Madrid or Milan.

We set the path. Shape with us the way people travel.

At eDreams ODIGEO, we believe in full end-to-end ownership of results and empower our teams to develop solutions that benefit both the customer and our business, iterating fast to continuously learn and improve. We are a fully agile organisation, and our product development teams use Kanban practices to deliver business value continuously.

You will work with a tech stack that may include:
 ES6 code  Javascript libraries like ReactJS and Lodash.  Graphql  Testing frameworks and libraries like Mocha, Chai, sinon.js and Jest.  React Testing library (Selenium + Cucumber + nodejs).  Style Sheet preprocessors like SASS, CSS-in-JS and styled-components.  Packages and task runners like webpack, babel, grunt, npm  Java 8 and 11 in the BackEnd (if you want, you have the opportunity, to become a fullstack developer)  Usage of storybook to speed up developments. 

Having a technical mindset is vital for us, which is why we promote:
 Microservices platform and modular FE  Powerfull monitoring techniques using Data dog, BigQuery and Graphana.  Version-control systems like Git & bitbucket.  Story book using Design system made with emotion and styled system.  Clean code  SOLID principles and TDD 

Do you have a real passion to thrive developing high-quality software? Join us and put your expert JavaScript knowledge to use crafting high-performance applications.

About you:
 Mastery of JavaScript and strong knowledge of engineering fundamentals (data structures, concurrency, design patterns, algorithms).  Provide solutions to complex problems. Understand the problem, the system and work with our most senior people to find the best solution that is robust, scalable and has good performance in a high load environment.  Code the solutions with the highest quality through good design, attention to detail and test quality.  Be part of a product development team. Be a team player, working with skilled team mates. Good communication skills and open to help the team to reach the objectives.  Help the team grow. Mentor the team members to continue improving, giving feedback and sharing your expertise.  Challenge the decisions to grow all together. Promote principles, do training to improve technical excellence.  Be part of product definition. Understand your product and be involved in the ideation process. Challenge the decisions, focus the actions on data and give ideas on how to improve your product. Be worried about the performance of product KPIs and technical KPIs.  Be proactive when you see an opportunity to improve.  Focus on the outcome, not on the taks. 

You will:
 Be part of a dynamic multidisciplinary team where everyone can speak up with new ideas, take initiative and be a self-starter.  Take advantage of your data driven capabilities and use your design pattern skills to solve problems.  Be enthusiastic and come up with creative options to deliver solutions.  Use your knowledge of Cloud and of Continuous Delivery environments to help you deliver value quickly.  Seek out opportunities to learn, share and grow continuously.  We work in English so you will need a good technical English level. 

What do we offer?
 We support a phenomenal lifestyle and work-life-balance with our flexible hours and flexible remote work policy.  A free eDreams Prime subscription to benefit from significant discounts on your travels.  Competitive compensation package with an attractive bonus structure.  Excellent environment for continuous growth and learning: with our Learning & Development programs, you will have access to tech talks, internal soft skills and technical skills trainings, language lessons, external events and industry conferences.  Free subscription to O’Reilly Online Learning.  Fast-track career development: with our unique programs tailored to your goals, you are always working towards the next step on your career path.  Special discounts in other local venues, such as gyms, restaurants, shops, etc. & unlimited free coffee at the office (with many types of milk alternatives) because we like our eDOers happy and healthy!  New to the city? We also offer great relocation packages.  Additional prizes and awards for a variety of team and individual achievements, and a pretty horizontal and transparent culture where continuous peer feedback is our mantra, and speaking up your own innovative ideas is a given.  Fun at work: at eDreams ODIGEO, work and fun go hand in hand! 

… And the opportunity to work in a dynamic, dedicated, fun, and passionate team of professionals. We journey together!

Come fly with us and join us now.

eDreams ODIGEO under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo –is an equal opportunity employer and value diversity and inclusion. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.


    "|https://www.linkedin.com/jobs/view/3154130229|2022-07-25 14:28:07.788234
51|Italy|Fullstack Developer|Senior Ruby Developer / Senior Backend Engineer|Workato|Rome, Latium, Italy|3 weeks ago|1 applicant|Remote|Full-time|Associate|501-1,000 employees|Software Development|"
          About Workato

Workato is the only integration and automation platform that is as simple as it is powerful — and because it's built to power the largest enterprises, it is quite powerful.

Simultaneously, it's a low-code/no-code platform. This empowers any user (dev/non-dev) to painlessly automate workflows across any apps and databases.

We're proud to be named a leader by both Forrester and Gartner and trusted by 7,000+ of the world's top brands such as Box, Grab, Slack, and more. But what is most exciting is that this is only the beginning.

Why join us?

Ultimately, Workato believes in fostering a flexible, trust-oriented culture that empowers everyone to take full ownership of their roles. We are driven by innovation and looking for team players who want to actively build our company.

But, we also believe in balancing productivity with self-care. That's why we offer all of our employees a vibrant and dynamic work environment along with a multitude of benefits they can enjoy inside and outside of their work lives.

If this sounds right up your alley, please submit an application. We look forward to getting to know you!

Also, feel free to check out why:
Business Insider named us an ""enterprise startup to bet your career on"" Forbes' Cloud 100 recognized us as one of the top 100 private cloud companies in the world Deloitte Tech Fast 500 ranked us as the 17th fastest growing tech company in the Bay Area, and 96th in North America Quartz ranked us the #1 best company for remote workers 

Responsibilities

We are looking for a Senior Ruby Developer / Senior Backend Engineer / Senior Fullstack Developer to join our growing team. In this role, you will be responsible for building API interfaces and backend infrastructure and collaborate with UI, connectivity and DevOps teams to come up with elegant solutions to complex problems.

You will also be responsible to:
Build complex Ruby on Rails applications. Build server side infrastructure for Workato user interface. Contribute in all phases of the development lifecycle Write well designed, testable, efficient code. Evaluate and propose improvements to existing system. Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review. 

Requirements

Qualifications / Experience / Technical Skills
Strong experience developing, shipping and maintaining Rails applications (5+ years) Vast knowledge of Ruby Excellent debugging, analytical, problem solving, and social skills BS/MS degree in Computer Science, Engineering or a related subject Solid knowledge of object-oriented programming and design Experience with Redis/Memcache based caching, RDBMS engines (Postgres) Solid knowledge of object-oriented programming and design Experience with JavaScript frameworks (AngularJS, React, etc) Contributions to open source projects is a plus
    "|https://www.linkedin.com/jobs/view/3149216480|2022-07-25 14:28:43.840079
52|Italy|Fullstack Developer|JavaScript Senior Software Engineer - Flight + Hotel Product|eDreams ODIGEO|Milan, Lombardy, Italy|1 week ago|4 applicants| |Full-time|Associate|1,001-5,000 employees|Travel Arrangements|"
          Senior JavaScript Software Engineer 

Are you ready to shape the future of the accommodation industry by working in one of the world's largest online travel companies?

We want to offer our Prime customers the very best accommodation product at the lowest price. For them, we have to combine billions of potential flight combinations and millions of accommodation options every day in real time to create dynamic packages with special rates and provide the best holiday experience to our customers.

To create this unique experience, we face a lot of challenges where technology is key to finding the solutions. Some of these are:
 Help our customers find the right geolocalisation for the hotel  Offer the most convenient hotel for our customers, working with machine learning capabilities  How to manage different sources of hotel contents from different providers or directly to hoteliers  Provide s the best description of hotels and rooms, their conditions and amenities  Build our booking engine to create the one-stop-shop for our customers  Provide the best post-booking service, to allow them update or modify their booking  Offer exclusive conditions for our Prime customers (our subscription program) 

With innovation, our technical and product team, we are on a mission creating amazing solutions! For this reason, we are looking for a Senior JavaScript Software Engineer to join our tech hubs in Barcelona, Porto, Madrid or Milan.

We set the path. Shape with us the way people travel.

At eDreams ODIGEO, we believe in full end-to-end ownership of results and empower our teams to develop solutions that benefit both the customer and our business, iterating fast to continuously learn and improve. We are a fully agile organisation, and our product development teams use Kanban practices to deliver business value continuously.

You will work with a tech stack that may include:
 ES6 code  Javascript libraries like ReactJS and Lodash.  Graphql  Testing frameworks and libraries like Mocha, Chai, sinon.js and Jest.  React Testing library (Selenium + Cucumber + nodejs).  Style Sheet preprocessors like SASS, CSS-in-JS and styled-components.  Packages and task runners like webpack, babel, grunt, npm  Java 8 and 11 in the BackEnd (if you want, you have the opportunity, to become a fullstack developer)  Usage of storybook to speed up developments. 

Having a technical mindset is vital for us, which is why we promote:
 Microservices platform and modular FE  Powerfull monitoring techniques using Data dog, BigQuery and Graphana.  Version-control systems like Git & bitbucket.  Story book using Design system made with emotion and styled system.  Clean code  SOLID principles and TDD 

Do you have a real passion to thrive developing high-quality software? Join us and put your expert JavaScript knowledge to use crafting high-performance applications.

About you:
 Mastery of JavaScript and strong knowledge of engineering fundamentals (data structures, concurrency, design patterns, algorithms).  Provide solutions to complex problems. Understand the problem, the system and work with our most senior people to find the best solution that is robust, scalable and has good performance in a high load environment.  Code the solutions with the highest quality through good design, attention to detail and test quality.  Be part of a product development team. Be a team player, working with skilled team mates. Good communication skills and open to help the team to reach the objectives.  Help the team grow. Mentor the team members to continue improving, giving feedback and sharing your expertise.  Challenge the decisions to grow all together. Promote principles, do training to improve technical excellence.  Be part of product definition. Understand your product and be involved in the ideation process. Challenge the decisions, focus the actions on data and give ideas on how to improve your product. Be worried about the performance of product KPIs and technical KPIs.  Be proactive when you see an opportunity to improve.  Focus on the outcome, not on the taks. 

You will:
 Be part of a dynamic multidisciplinary team where everyone can speak up with new ideas, take initiative and be a self-starter.  Take advantage of your data driven capabilities and use your design pattern skills to solve problems.  Be enthusiastic and come up with creative options to deliver solutions.  Use your knowledge of Cloud and of Continuous Delivery environments to help you deliver value quickly.  Seek out opportunities to learn, share and grow continuously.  We work in English so you will need a good technical English level. 

What do we offer?
 We support a phenomenal lifestyle and work-life-balance with our flexible hours and flexible remote work policy.  A free eDreams Prime subscription to benefit from significant discounts on your travels.  Competitive compensation package with an attractive bonus structure.  Excellent environment for continuous growth and learning: with our Learning & Development programs, you will have access to tech talks, internal soft skills and technical skills trainings, language lessons, external events and industry conferences.  Free subscription to O’Reilly Online Learning.  Fast-track career development: with our unique programs tailored to your goals, you are always working towards the next step on your career path.  Special discounts in other local venues, such as gyms, restaurants, shops, etc. & unlimited free coffee at the office (with many types of milk alternatives) because we like our eDOers happy and healthy!  New to the city? We also offer great relocation packages.  Additional prizes and awards for a variety of team and individual achievements, and a pretty horizontal and transparent culture where continuous peer feedback is our mantra, and speaking up your own innovative ideas is a given.  Fun at work: at eDreams ODIGEO, work and fun go hand in hand! 

… And the opportunity to work in a dynamic, dedicated, fun, and passionate team of professionals. We journey together!

Come fly with us and join us now.

eDreams ODIGEO under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo –is an equal opportunity employer and value diversity and inclusion. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.


    "|https://www.linkedin.com/jobs/view/3168997261|2022-07-25 14:29:11.651855
